detonante|de-to-nan-te|Agente capaz de producir detonación;;;
detonar|de-to-nar|Provocar una explosión o un estallido;;;
detorsión|de-tor-sión|Distensión, torcedura;;;
detractor|de-trac-tor|Maldiciente o infamador;;;
detraer|de-tra-er|Restar, sustraer, apartar o desviar;;;
detrás|de-trás|En la parte posterior;;;
detroit|de-troit|Ciudad situada en el estado de Michigan, en los Estados Unidos, prestigioso centro de la industria automovilística del mundo;;;
deudo|deu-do|Pariente, familiar;;;
deudora|deu-do-ra|Lo contrario de acreedora;;;
deudor|deu-dor|Que debe dinero;;;
devaluar|de-va-luar|Perder valor una moneda en el mercado libre de dinero;;;
devanear|de-va-ne-ar|Decir o hacer disparates;;;
devaneo|de-va-ne-o|Delirio, desatino, desconcierto;;;
develar|de-ve-lar|Descubrir, revelar lo oculto o secreto;;;
devengar|de-ven-gar|Adquirir derecho a retribución por razón de trabajo, servicio, etc.;;;
devenir|de-ve-nir|Fil. Proceso mediante el cual algo se hace o llega a ser;;;
devoción|de-vo-ción|Veneración y fervor religioso;;;
devolver|de-vol-ver|Restituir una cosa a la persona que la poseía;;;
devonport|de-von-port|Ciudad situada en el estado de Tasmania, Australia, en la desembocadura del río Mersey;;;
Devonport|de-von-port|Ciudad situada en el estado de Tasmania, Australia, en la desembocadura del río Mersey;;;
devorar|de-vo-rar|Comer, tragar con ansia y apresuradamente;;;
dextrosa|dex-tro-sa|Glucosa, especialmente la de algunas frutas;;;
deyector|de-yec-tor|Aparato para evitar las incrustaciones que se producen en las calderas de vapor;;;
diabetes|dia-be-tes|Enfermedad provocada por una insuficiente secreción de insulina;;;
diabeto|dia-be-to|Aparato hidráulico, especie de sifón intermitente, que cuando se llena por completo vuelve a vaciarse del todo;;;
diablesa|dia-ble-sa|Fam. Diabla;;;
diablesco|dia-bles-co|Diabólico, relativo al diablo;;;
diablillo|dia-bli-llo|Niño que se disfraza de diablo;;;
diablismo|dia-blis-mo|Sistema teológico que consiste en atribuir al diablo excesiva intervención en las acciones humanas;;;
diablo|dia-blo|Demonio;;;
diablura|dia-blu-ra|Travesura de niños;;;
diablura|dia-blu-ra|Travesura de poca importancia, especialmente de niños;;;
diabólico|dia-bó-li-co|Relativo al diablo.// Fig. Excesivamente malo;;;
diaconía|dia-co-ní-a|Distrito de una iglesia que antiguamente estaba al cuidado de un diácono;;;
diácono|diá-co-no|Clérigo que ha recibido la orden del diaconado;;;
diadelfo|dia-del-fo|Bot. Planta de flores hermafroditas y estambres soldados por sus filamentos en dos manojos;;;
diadelfos|dia-del-fos|Bot. Estambres soldados por los filamentos formando dos haces;;;
diadema|dia-de-ma|Adorno femenino de cabeza, en forma de media corona abierta por detrás;;;
día|dí-a|Tiempo que la Tierra emplea en dar una vuelta sobre sí misma;;;
diádoco|diá-do-co|En la Grecia moderna, príncipe heredero;;;
diáfano|diá-fa-no|Dícese del cuerpo a través del cual pasa la luz casi en su totalidad;;;
diáfisis|diá-fi-sis|Parte tubular del hueso largo, comprendida entre los dos extremos o epífisis;;;
diafragma|dia-frag-ma|Músculo ancho que separa la cavidad pectoral de la abdominal;;;
diagnosis|diag-no-sis|Conocimiento de los signos de las enfermedades;;;
diagonal|dia-go-nal|Línea recta que en un polígono va de un vértice a otro no inmediato;;;
diágrafo|diá-gra-fo|Instrumento para reproducir los objetos o dibujos con ayuda de la cámara clara;;;
diagrama|dia-gra-ma|Dibujo o representación gráfica;;;
diagramar|dia-gra-mar|Hacer la maqueta de un libro, revista, etc.;;;
diaguita|dia-gui-ta|Individuo del pueblo indio que habitó en la región montañosa del noroeste de la Argentina;;;
diaguitas|dia-gui-tas|Indios que habitaban la región noroeste de la Argentina;;;
diaguitas|dia-gui-tasIndios que habitaban la región noroeste de la Argentina;;;
dialecto|dia-lec-to|Sistema lingüístico derivado de otro;;;
diálisis|diá-li-sis|Med. Método terapéutico que tiene por objeto eliminar sustancias nocivas de la sangre cuando el riñón no puede hacerlo;;;
dializar|dia-li-zar|Depurar la sangre mediante la diálisis;;;
dialogar|dia-lo-gar|Conversar dos o más personas;;;
diálogo|diá-lo-go|Conversación entre dos o más personas;;;
diamante|dia-man-te|Piedra preciosa, es el más duro de todos los cuerpos;;;
diametral|dia-me-tral|Relativo al diámetro;;;
diámetro|diá-me-tro|Línea recta que pasa por el centro y dos puntos cualesquiera de la circunferencia del círculo o de la superficie de la esfera;;;
diana|dia-na|Toque militar al amanecer, para que la tropa se levante;;;
diantre|dian-tre|Eufemismo por diablo;;;
diapasón|dia-pa-són|Barra metálica en forma de U  que al vibrar produce un tono determinado;;;
diapasón|dia-pa-són|Barra metálica en forma de U, que al vibrar produce un tono determinado;;;
diapausa|dia-pau-sa|Zool. Período de actividad suspendida, que se produce regularmente en la vida de muchos insectos;;;
diapreado|dia-pre-a-do|Heráld. Dicho de un palo, de una faja o de otra pieza: Abigarrado o matizado de diferentes colores, con los matices formando follaje;;;
diariero|dia-rie-ro|Argent., Chile. Vendedor de diarios;;;
diario|dia-rio|Periódico que se publica todos los días;;;
Diario|dia-rio|Periódico que se publica todos los días;;;
diarismo|dia-ris-mo|Amér. Periodismo;;;
diarquía|diar-quí-a|Autoridad dividida y ejercitada simultáneamente entre dos personas, dos instituciones o dos poderes;;;
diasfagia|dias-fa-gia|Med. Abertura de una llaga o herida;;;
diásporo|diás-po-ro|Piedra fina, alúmina hidratada, de color gris de perla o pardo amarillento y textura laminar, que se convierte en polvo a la llama fuerte del soplete;;;
diástasis|diás-ta-sis|Cir. Separación de dos huesos contiguos sin dislocación propiamente dicha;;;
diástole|diás-to-le|Expansión rítmica del corazón y de las arterias que alterna con la sístole;;;
diatermia|dia-ter-mia|Terapéutica que utiliza el calor producido por una corriente de alta frecuencia;;;
diátesis|diá-te-sis|Predisposición orgánica a contraer una determinada enfermedad;;;
diatomea|dia-to-me-a|Bot. Alga unicelular, que vive en el mar, en el agua dulce o en la tierra húmeda, y que tiene un caparazón silíceo formado por dos valvas de tamaño desigual;;;
diatomita|dia-to-mi-ta|Roca silícea de origen orgánico formada por las frústulas de las diatomeas;;;
diatónico|dia-tó-ni-co|Que procede según la sucesión natural de los tonos y semitonos de la escala musical, sin modificaciones cromáticas;;;
diatriba|dia-tri-ba|Discurso o escrito violento o injurioso;;;
dibujante|di-bu-jan-te|Persona que tiene como profesión el dibujo;;;
dibujar|di-bu-jar|Reproducir con el lápiz la forma de los objetos;;;
dibujaré|di-bu-ja-ré|Trazaré en una superficie la imagen de algo;;;
dicción|dic-ción|Pronunciación, manera de hablar;;;
dichoso|di-cho-so|Feliz, venturoso, afortunado;;;
diciembre|di-ciem-bre|Último mes del año;;;
dicotomía|di-co-to-mí-a|H. nat. División en dos partes;;;
dicótomo|di-có-to-mo|Que se divide en dos;;;
dictador|dic-ta-dor|Fig. Persona que se arroga o recibe todos los poderes políticos extraordinarios y los ejerce sin limitación jurídica;;;
dictador|dic-ta-dor|Persona que se adjudica todos los poderes políticos extraordinarios y los ejerce sin limitación jurídica;;;
dictadura|dic-ta-du-ra|Gobierno que, invocando el interés público, se ejerce fuera de las leyes constitutivas de un país;;;
dictáfono|dic-tá-fo-no|Aparato fonográfico que recoge y reproduce lo que se habla o dicta en condiciones adecuadas;;;
dictamen|dic-ta-men|Opinión, juicio técnico o pericial, que se forma o emite sobre algo;;;
dictar|dic-tar|Decir uno algo para que otro lo vaya escribiendo;;;
dicterio|dic-te-rio|Insulto, dicho denigrante o provocativo;;;
didáctica|di-dác-ti-ca|Arte de enseñar;;;
didelfos|di-del-fos|Marsupiales cuyas hembras, en la mayoría de sus especies, llevan una bolsa abdominal, formada por la piel, donde sus crías terminan su desarrollo;;;
didelfos|di-del-fos|Marsupiales, orden de mamíferos cuyas hembras, en la mayoría de sus especies, llevan una bolsa abdominal, formada por la piel, donde sus crías terminan su desarrollo;;;
didracma|di-drac-ma|Antigua moneda hebrea, equivalente a medio siclo;;;
dieciocho|die-cio-cho|Cantidad de meses en que estaba dividido el calendario solar azteca;;;
dieciséis|die-ci-séis|Cantidad de piezas por jugador, en el juego del ajedrez;;;
diente|dien-te|Hueso que se halla engastado en las mandíbulas y sirve como órgano de masticación y de defensa;;;
dientudo|dien-tu-do|Que tiene dientes muy grandes;;;
diéresis|dié-re-sis|Gram. Signo ortográfico, dos puntos colocados sobre una vocal;;;
Diéresis|dié-re-sis|Gram. Signo ortográfico, dos puntos colocados sobre una vocal;;;
diesel|die-sel|Motor de combustión interna, en el cual la mezcla de aire y combustible entra en ignición por el calor producido con la presión en el cilindro;;;
diesel|die-sel|Motor de combustión interna que funciona con gasoil;;;
diesel|die-sel|Motor de combustión interna, que funciona con gasoil;;;
diestra|dies-tra|Mano derecha;;;
diestro|dies-tro|Hábil, experto;;;
dietario|die-ta-rio|Libro en que se anotan los ingresos y gastos diarios de una casa;;;
dietética|die-té-ti-ca|Parte de la medicina que tiene por estudio las reglas de la alimentación normal;;;
dietético|die-té-ti-co|Relativo a la dieta o régimen en el comer y beber;;;
dietista|die-tis-ta|Médico especialista en dietética;;;
diezmar|diez-mar|Fig. Causar gran mortandad en un país la guerra, las epidemias, etc;;;
diezmar|diez-mar|Fig. Causar gran mortandad en un país la guerra, las epidemias, etc.;;;
diezmero|diez-me-ro|Persona que pagaba el diezmo;;;
diezmeros|diez-me-ros|Personas que pagaban el diezmo;;;
diezmo|diez-mo|Derecho del diez por ciento que se pagaba al rey, del valor de ciertas mercaderías;;;
difamar|di-fa-mar|Desacreditar a una persona publicando cosas contra su buena opinión y fama;;;
diferendo|di-fe-ren-do|Diferencia, desacuerdo, discrepancia;;;
diferente|di-fe-ren-te|Distinto, desigual;;;
diferido|di-fe-ri-do|En radio o televisión, retransmisión posterior al tiempo en que se verificó la grabación que se emite;;;
diferir|di-fe-rir|Retardar o suspender la ejecución de una cosa;;;
difícil|di-fí-cil|Que no se logra, ejecuta o entiende sin mucho trabajo;;;
difteria|dif-te-ria|Enfermedad infecciosa aguda, caracterizada por la formación de falsas membranas en las mucosas, especialmente en las de la faringe, nariz, laringe y tráquea;;;
difuminar|di-fu-mi-nar|Disminuir gradualmente la intensidad de un color, un olor, un sonido, etc.;;;
difundir|di-fun-dir|Propalar, divulgar;;;
difusivo|di-fu-si-vo|Que tiene la propiedad de difundir o difundirse;;;
difuso|di-fu-so|Que es poco concreto, claro o limitado;;;
difuso|di-fu-so|Que es poco concreto o claro;;;
difusor|di-fu-sor|Que difunde o esparce ampliamente un líquido, luz, calor, etc.;;;
difusor|di-fu-sorQue difunde o esparce ampliamente un líquido, luz, calor, etc.;;;
difusor|di-fu-sor|Que difunde o esparce ampliamente un líquido, luz, etc.;;;
digestivo|di-ges-ti-vo|Que es a propósito para ayudar a la digestión;;;
digital|di-gi-tal|Instrumento que suministra su información mediante números;;;
dígito|dí-gi-to|Número que puede expresarse con una sola cifra;;;
dignidad|dig-ni-dad|Respeto que merece alguien;;;
dignifica|dig-ni-fi-ca|Hace digna o inviste de dignidad a una persona o cosa;;;
digno|dig-no|Proporcionado al mérito y condición de una persona o cosa;;;
dije|di-je|Alhaja pequeña que suele llevarse colgada por adorno;;;
dilación|di-la-ción|Demora, tardanza;;;
dilapidar|di-la-pi-dar|Disipar los bienes con gastos desordenados, malgastar, derrochar;;;
Dilapidar|di-la-pi-dar|Disipar los bienes con gastos desordenados, malgastar, derrochar;;;
dilatado|di-la-ta-do|Extenso, vasto, numeroso;;;
dilema|di-le-ma|Problema o situación ambigua;;;
diletante|di-le-tan-te|Aficionado al arte  y especialmente a la música;;;
diletante|di-le-tan-te|Aficionado al arte, y especialmente a la música;;;
diligente|di-li-gen-te|Pronto, ligero en el obrar;;;
diluviar|di-lu-viar|Llover copiosamente;;;
diluvio|di-lu-vio|Fig. Lluvia muy copiosa;;;
diluyente|di-lu-yen-te|Sustancia líquida que se añade a una solución para hacerla más fluida;;;
dimensión|di-men-sión|Fig. Importancia, relieve que alcanza una cosa;;;
diminuto|di-mi-nu-to|Excesivamente pequeño;;;
dimisión|di-mi-sión|Renuncia, abandono de un empleo o de una comisión;;;
dimitente|di-mi-ten-te|Persona que dimite o renuncia a un cargo;;;
dimorfo|di-mor-fo|Que se presenta en dos formas distintas;;;
dinamarca|di-na-mar-ca|El más meridional de los países escandinavos, capital: Copenhague;;;
dinámica|di-ná-mi-ca|Parte de la mecánica que estudia el movimiento en relación con las fuerzas que lo producen;;;
dinámico|di-ná-mi-co|Fig. Enérgico, activo, diligente;;;
dinamita|di-na-mi-ta|Explosivo consistente en una mezcla de nitroglicerina y una sustancia propia inerte;;;
dinastía|di-nas-tí-a|Familia en cuyos individuos se perpetúa el poder o la influencia política  económica  cultural  etc.;;;
dinastía|di-nas-tí-a|Familia en cuyos individuos se perpetúa el poder o la influencia política, económica, cultural, etc;;;
dinastía|di-nas-tí-a|Familia en cuyos individuos se perpetúa el poder o la influencia política, económica, cultural, etc.;;;
dineral|di-ne-ral|Cantidad grande de dinero;;;
dinero|di-ne-ro|Moneda corriente;;;
dintel|din-tel|Elemento horizontal que soporta una carga, apoyando sus extremos en las jambas o pies verticales de un vano;;;
dintel|din-telElemento horizontal que soporta una carga, apoyando sus extremos en las jambas o pies verticales de un vano;;;
diocesano|dio-ce-sa-no|Obispo o arzobispo que tiene diócesis;;;
diócesis|dió-ce-sis|Distrito en que tiene y ejerce jurisdicción espiritual un obispo;;;
dionisia|dio-ni-sia|Piedra que, según los antiguos, podía dar sabor de vino al agua y ser un remedio contra la embriaguez;;;
diópsido|dióp-si-do|Silicato que forma cristales de coloraciones variables, predominando el verde;;;
dioptría|diop-trí-a|Unidad de refringencia de los instrumentos ópticos;;;
dióptrica|dióp-tri-ca|Parte de la óptica que trata de la refracción de la luz;;;
dipétala|di-pé-ta-la|Corola o flor que tiene dos pétalos;;;
diplococo|di-plo-co-co|Bacteria formada por una asociación de dos cocos;;;
diploma|di-plo-ma|Título que expide una corporación para acreditar un grado académico, un premio, etc.;;;
diplomado|di-plo-ma-do|Titulado o graduado;;;
diplomar|di-plo-mar|Graduar, dar un título académico a uno;;;
diplopía|di-plo-pí-a|Visión doble de los objetos, debida a trastornos de la coordinación de los músculos oculares;;;
dipsómano|dip-só-ma-no|Persona que padece una tendencia irresistible al abuso de la bebida;;;
díptero|díp-te-ro|Que tiene dos alas;;;
diptongo|dip-ton-go|Gram. Conjunto de dos vocales que se pronuncian en una sola sílaba;;;
dique|di-que|Muro hecho para contener las aguas;;;
dirección|di-rec-ción|Mec. Mecanismo que sirve para guiar los vehículos automóviles;;;
directo|di-rec-to|Que va de una parte a otra sin detenerse en los puntos intermedios;;;
dirigente|di-ri-gen-te|Persona que dirige un partido político;;;
dirigible|di-ri-gi-ble|Globo de forma alargada, con una barquilla cerrada dispuesta para transportar personas o carga;;;
dirigir|di-ri-gir|Guiar, encaminar a alguno hacia determinado lugar;;;
discente|dis-cen-te|Persona que recibe enseñanza;;;
discípulo|dis-cí-pu-lo|Persona que recibe las enseñanzas de un maestro;;;
discóbolo|dis-có-bo-lo|Atleta que arroja el disco;;;
disco|dis-co|Lámina circular de materia plástica en que están escritas las vibraciones de la voz o de otro sonido cualquiera para ser reproducidas por medio del gramófono;;;
díscolo|dís-co-lo|Avieso  indócil  perturbador  desobediente;;;
díscolo|dís-co-lo|Avieso, indócil, perturbador, desobediente;;;
discorde|dis-cor-de|Mús. Disonante;;;
discordia|dis-cor-dia|Diversidad y contrariedad de opiniones;;;
discoteca|dis-co-te-ca|Local público para escuchar música grabada, bailar y consumir bebidas;;;
discrepa|dis-cre-pa|Opina de modo distinto una persona del parecer o de la conducta de otra;;;
discrepar|dis-cre-par|Disentir una persona del parecer o de la conducta de otra;;;
discreto|dis-cre-to|Que sabe guardar un secreto;;;
disculpa|dis-cul-pa|Motivo o pretexto que se invoca para excusarse;;;
disculpar|dis-cul-par|Perdonar las faltas u omisiones cometidas por otro;;;
discurrir|dis-cu-rrir|Fig. Reflexionar, razonar acerca de una cosa;;;
discurso|dis-cur-so|Razonamiento pronunciado en público;;;
discutir|dis-cu-tir|Contender y alegar razones acerca de una cosa, contra el parecer de otro;;;
disecador|di-se-ca-dor|El que diseca y ejecuta las operaciones anatómicas;;;
disecar|di-se-car|Preparar los animales muertos para conservarlos con la apariencia de vivos;;;
disector|di-sec-tor|El que diseca y ejecuta las operaciones anatómicas;;;
diseminar|di-se-mi-nar|Sembrar o desparramar;;;
